# dumped 20 L into the tank at 2:22:00
time,hₘ [m]
2024-04-29T02:29:40.0,7.759572008638937
2024-04-29T02:29:51.0,7.955082752422905
2024-04-29T02:30:02.0,7.862551622302458
2024-04-29T02:30:13.0,7.613862643771192
2024-04-29T02:30:24.0,7.970101581700352
2024-04-29T02:30:35.0,7.994421742015431
2024-04-29T02:30:46.0,7.271020110191254
2024-04-29T02:30:56.0,7.172966100454762
2024-04-29T02:31:07.0,7.135176295671777
2024-04-29T02:31:18.0,7.009785714081886
2024-04-29T02:31:29.0,6.80860239167531
2024-04-29T02:31:40.0,6.853898790832776
2024-04-29T02:31:51.0,6.458378480772824
2024-04-29T02:32:02.0,6.727651992597004
2024-04-29T02:32:13.0,6.388628314998609
2024-04-29T02:32:24.0,6.489330902755857
2024-04-29T02:32:35.0,6.62984501453048
2024-04-29T02:32:46.0,5.970354415142467
2024-04-29T02:32:57.0,6.083453656894127
2024-04-29T02:33:08.0,6.167639775620791
2024-04-29T02:33:19.0,5.667959877722171
2024-04-29T02:33:30.0,5.8317937241155375
2024-04-29T02:33:41.0,5.433474337531226
2024-04-29T02:33:52.0,5.660823204453903
2024-04-29T02:34:03.0,5.359336976444188
2024-04-29T02:34:14.0,5.1696966599107625
2024-04-29T02:34:25.0,5.114852895745363
2024-04-29T02:34:35.0,5.4761999187995585
2024-04-29T02:34:46.0,5.111300953841699
2024-04-29T02:34:57.0,5.3581053958128875
2024-04-29T02:35:08.0,4.526551726859891
2024-04-29T02:35:19.0,4.895767641047289
2024-04-29T02:35:30.0,4.615384144001501
2024-04-29T02:35:41.0,5.181169166921514
2024-04-29T02:35:52.0,4.641197333019227
2024-04-29T02:36:03.0,4.73233326711289
2024-04-29T02:36:14.0,4.2243709752771395
2024-04-29T02:36:25.0,4.28756703375379
2024-04-29T02:36:36.0,4.372486946583733
2024-04-29T02:36:47.0,4.448284141290951
2024-04-29T02:36:58.0,4.216929101157691
2024-04-29T02:37:09.0,4.706278311168121
2024-04-29T02:37:20.0,4.425913949812779
2024-04-29T02:37:31.0,4.414100871293837
2024-04-29T02:37:42.0,4.65302933619256
2024-04-29T02:37:53.0,3.939476842766946
2024-04-29T02:38:04.0,4.127192946690026
2024-04-29T02:38:14.0,4.132194021488152
2024-04-29T02:38:25.0,3.9323250695361454
2024-04-29T02:38:36.0,3.97048327607146
2024-04-29T02:38:47.0,4.175790535707144
2024-04-29T02:38:58.0,3.5028743497450456
2024-04-29T02:39:09.0,3.361501191705468
2024-04-29T02:39:20.0,3.929791271530503
2024-04-29T02:39:31.0,3.7179531861431205
2024-04-29T02:39:42.0,3.905272123652227
2024-04-29T02:39:53.0,4.156845490500912
2024-04-29T02:40:04.0,3.8435597450569206
2024-04-29T02:40:15.0,4.24088385064799
2024-04-29T02:40:26.0,3.4459263693925104
2024-04-29T02:40:37.0,3.7123272480468756
2024-04-29T02:40:48.0,3.534636673846572
2024-04-29T02:40:59.0,4.039408983129433
2024-04-29T02:41:10.0,3.6309599502178598
2024-04-29T02:41:21.0,3.5868461070352353
2024-04-29T02:41:32.0,3.7883675156899006
2024-04-29T02:41:42.0,3.642901526947015
2024-04-29T02:41:53.0,3.817023193234634
2024-04-29T02:42:04.0,3.7893893249044703
2024-04-29T02:42:15.0,3.336363840915164
2024-04-29T02:42:26.0,3.747234901664726
2024-04-29T02:42:37.0,3.2969740027394896
2024-04-29T02:42:48.0,3.8913292145969325
2024-04-29T02:42:59.0,3.2258313006342036
2024-04-29T02:43:10.0,3.7065175877867507
2024-04-29T02:43:21.0,3.5905820203001713
2024-04-29T02:43:32.0,3.3241444410905014
2024-04-29T02:43:43.0,3.701344422451571
2024-04-29T02:43:54.0,3.5076071496688783
2024-04-29T02:44:05.0,3.386037376788463
2024-04-29T02:44:16.0,3.304024115713996
2024-04-29T02:44:27.0,3.7601975451424723
2024-04-29T02:44:38.0,3.4078074316923597
2024-04-29T02:44:49.0,3.151371588355174
2024-04-29T02:45:00.0,3.5995679549169317
2024-04-29T02:45:11.0,3.5804465883137726
2024-04-29T02:45:21.0,3.4064650502190186
2024-04-29T02:45:32.0,3.047863453994925
2024-04-29T02:45:43.0,3.92125546399754
2024-04-29T02:45:54.0,3.947810856948047
2024-04-29T02:46:05.0,3.831247301157479
2024-04-29T02:46:16.0,3.5123948074434725
2024-04-29T02:46:27.0,3.3670025061030966
2024-04-29T02:46:38.0,3.92797929377415
2024-04-29T02:46:49.0,3.362429801459433
2024-04-29T02:47:00.0,3.22623696778574
